Angola,AGO,1990,1384,
Central African Republic,CAF,1990,1023,
Chad,TCD,1990,692,
Democratic Republic of Congo,COD,1990,813,
Equatorial Guinea,GNQ,1990,2474,
Gabon,GAB,1990,7646,
Sao Tome and Principe,STP,1990,2217,
