Burundi,BDI,1990,1124,
Comoros,COM,1990,1092,
Djibouti,DJI,1990,2308,
Ethiopia,ETH,1990,915,
Kenya,KEN,1990,1780,
Madagascar,MDG,1990,1262,
Malawi,MWI,1990,861,
Mauritius,MUS,1990,11489,
Mozambique,MOZ,1990,1776,
Rwanda,RWA,1990,1398,
Seychelles,SYC,1990,8239,
Tanzania,TZA,1990,875,
Uganda,UGA,1990,932,
Zambia,ZMB,1990,1285,
Zimbabwe,ZWE,1990,2160,
