Cambodia,KHM,1990,1404,
Indonesia,IDN,1990,4007,
Laos,LAO,1990,1481,
Malaysia,MYS,1990,8179,
Myanmar,MMR,1990,1253,
Philippines,PHL,1990,3502,
Singapore,SGP,1990,22666,
Thailand,THA,1990,7385,
Vietnam,VNM,1990,1634,
