Argentina,ARG,1990,10254,
Bolivia,BOL,1990,3502,
Brazil,BRA,1990,7842,
Chile,CHL,1990,10203,
Colombia,COL,1990,7693,
Paraguay,PRY,1990,5230,
Peru,PER,1990,4795,
Uruguay,URY,1990,10305,
Venezuela,VEN,1990,13251,
